#Complex	IC50	 E_elec	 E_vdw	 E_gbsa	 MD_sasa	 MD_h1	 MD_h2	 MD_h3	 IC_AA	 IC_PP	 IC_CC	 IC_AP	 IC_CP	 IC_AC	 ENM_EXP	 ENM_R6	 RFCB	 RFHA	 ZRANK	 ZRANKr	 DFIRE	 prodigy	 NIS_A	 NIS_C	 foldx
3301_V1_C24__VRC-PG04	0.02343	-1926.443978	-398.095979	2198.573391	-26.275166	12.333333	11.000000	-2.620021	16.666667	3.333333	9.000000	21.666667	14.333333	30.666667	93.752152	230.194873	19.682283	-24.495000	-165.893500	-461.825667	-13.725198	-21.238000	44.658333	19.713333	-9.625577
3305_BM_C1__VRC-PG04	3.17	-1272.401276	-404.664555	1524.719857	-26.671403	14.500000	11.833333	-2.669790	16.666667	4.333333	8.666667	27.500000	16.666667	24.833333	102.225179	242.146510	15.608233	-186.308333	-186.622500	-536.112000	-14.930847	-22.650167	42.395000	19.953333	-12.633317
3305_BM_C11__VRC-PG04	2.19	-1306.838560	-421.321546	1617.668229	-28.242121	12.166667	10.500000	-2.768356	16.166667	4.833333	10.000000	29.833333	17.000000	23.000000	97.722093	238.893185	18.142783	-115.996667	-171.396833	-495.751167	-14.691939	-23.509167	42.048333	19.615000	-9.839403
3305_BM_C9__VRC-PG04	2.19	-1391.175958	-417.008617	1674.547272	-26.816477	14.000000	11.333333	-3.473246	17.333333	4.666667	8.166667	28.166667	19.333333	23.500000	96.336473	239.203972	14.484217	-200.633333	-184.488333	-527.177167	-15.122827	-22.329000	43.595000	19.281667	-11.978520
3305_BM_F4__VRC-PG04	4.09	-1966.973991	-416.450396	2242.610392	-26.863085	12.666667	10.166667	-2.492177	21.666667	3.833333	6.166667	24.166667	17.166667	25.333333	98.795357	234.665299	15.019017	-170.628333	-179.580667	-525.566000	-14.630681	-20.889833	43.926667	18.400000	-10.639360
3305_BM_F6__VRC-PG04	3.09	-1198.098191	-433.575809	1515.232804	-27.660300	12.000000	9.833333	-2.941986	17.666667	4.833333	8.333333	28.500000	17.500000	24.333333	100.431785	238.232959	17.649000	-183.245000	-187.656833	-525.567833	-14.829570	-22.670833	43.491667	19.006667	-11.397882
3337_V2_C6__VRC-PG04	0.04129	-1161.428565	-380.884120	1409.286609	-23.844833	13.500000	11.500000	-3.370845	18.333333	4.166667	6.500000	25.000000	14.166667	23.833333	89.386339	223.444419	17.020267	-98.863333	-170.788333	-453.621667	-13.094176	-20.884500	44.021667	18.386667	-11.629773
3365_V2_C20__VRC-PG04	0.062	-1368.888235	-400.446936	1629.884992	-27.223911	14.500000	13.000000	-2.330633	16.166667	4.333333	10.166667	26.333333	18.333333	23.166667	95.288725	233.326554	17.789800	-70.418333	-177.855000	-448.666667	-13.939727	-22.231333	42.368333	18.831667	-9.237040
3415_V1_C1__VRC-PG04	0.09775	-1131.195104	-433.478577	1449.050923	-28.162033	13.500000	11.666667	-2.529358	18.166667	5.166667	13.166667	22.666667	15.833333	31.000000	98.584672	235.502594	22.349233	-41.950000	-164.012667	-437.101667	-14.144442	-22.314000	42.856667	18.635000	-10.976227
3468_V1_C12__VRC-PG04	0.0435	-179.693323	-411.002917	483.497142	-27.216506	13.666667	10.833333	-2.701660	18.333333	3.666667	11.166667	23.500000	15.333333	28.833333	97.844998	233.893085	19.798483	-107.038333	-164.757500	-452.626833	-13.585359	-22.591833	42.535000	18.161667	-8.388183
3817_V2_C59__VRC-PG04	1.68821	-1840.949176	-410.768301	2110.721920	-25.850016	14.333333	12.000000	-1.138901	15.333333	5.166667	6.333333	25.666667	16.666667	28.666667	97.629342	237.984190	18.796567	-72.610000	-150.627333	-438.085167	-13.934438	-21.690333	44.291667	18.311667	-9.494687
3873_V1_C24__VRC-PG04	0.70539	-978.535881	-409.391957	1293.541991	-26.574746	11.500000	9.166667	-3.769109	18.833333	3.000000	8.666667	23.000000	17.833333	30.000000	100.156917	233.293952	20.030650	-36.336667	-180.639667	-464.188833	-13.878871	-21.900333	44.183333	19.455000	-8.084747
3988_25__VRC-PG04	0.30111	-1268.028370	-412.766184	1605.631031	-27.046922	11.833333	9.666667	-2.414093	17.333333	4.833333	7.666667	25.333333	20.000000	28.000000	94.632009	229.886944	20.289517	-22.650000	-159.919667	-436.888333	-13.951749	-21.793500	43.505000	19.341667	-9.541518
398_F1_F6_20__VRC-PG04	0.03461	-1489.913256	-425.902593	1774.103727	-28.236079	15.000000	13.500000	-3.278966	19.000000	5.000000	10.166667	24.333333	18.000000	27.666667	96.856799	232.608268	20.300400	-30.145000	-181.742500	-450.601667	-13.798327	-21.973333	42.023333	19.233333	-9.688475
4403_BM_H22__VRC-PG04	4.88	-859.340841	-413.654160	1162.336536	-28.381154	13.666667	11.000000	-3.533778	18.166667	3.666667	10.333333	24.000000	18.333333	27.000000	99.474523	239.106374	20.767467	-68.035000	-167.882000	-483.754000	-15.325657	-21.896500	43.450000	19.803333	-9.514333
5768_4__VRC-PG04	0.09591	-1055.479310	-445.922562	1380.162066	-29.468742	13.666667	12.333333	-4.743337	19.500000	6.500000	7.666667	30.833333	21.166667	26.833333	101.417818	238.906243	24.852400	-63.470000	-176.743167	-459.575833	-14.967991	-23.521333	42.975000	19.188333	-11.465942
5807_BM_D1__VRC-PG04	0.56	292.558201	-409.182332	11.918698	-27.526599	14.666667	12.166667	-2.582957	16.833333	4.333333	11.333333	24.333333	14.166667	32.666667	96.750880	234.766276	21.317383	-43.271667	-167.383000	-455.428833	-13.803042	-23.129000	43.361667	19.786667	-11.683408
5807_BM_E7__VRC-PG04	0.68	-2308.723094	-444.025850	2585.979712	-29.044367	15.500000	13.000000	-3.056610	18.833333	4.333333	11.500000	25.000000	15.833333	35.000000	95.853881	229.599478	20.383650	-144.280000	-207.995000	-566.395167	-15.532087	-23.963000	43.465000	19.408333	-11.218653
6041_V3_C23__VRC-PG04	0.006	-696.252799	-412.100505	965.913826	-27.948212	14.833333	13.333333	-2.578140	18.000000	5.000000	11.166667	24.666667	16.666667	25.833333	96.782604	232.420716	19.657517	-81.275000	-158.240833	-435.518833	-13.866809	-21.732833	43.255000	19.110000	-9.609177
6095_V1_C10__VRC-PG04	0.99016	-619.667807	-386.238243	877.420541	-25.945394	13.166667	11.166667	-3.047623	20.166667	4.000000	7.500000	24.333333	13.833333	26.000000	93.390157	231.238715	15.701267	-86.233333	-155.633833	-427.910167	-12.975967	-21.476500	43.221667	17.973333	-9.204797
6101_1__VRC-PG04	0.131	-1302.358531	-398.414985	1597.748155	-26.296405	13.333333	11.000000	-1.135773	17.333333	6.333333	8.833333	24.333333	18.166667	25.333333	95.128759	228.005444	22.831017	-53.440000	-154.828167	-442.763833	-13.167505	-20.508167	43.423333	18.956667	-8.819290
6240_08_TA5_4622__VRC-PG04	2.642	-1106.418249	-386.848772	1327.511339	-25.616098	15.500000	13.333333	-2.150965	17.333333	4.000000	8.333333	26.000000	16.666667	23.166667	93.919344	232.818805	16.893700	-113.118333	-167.756333	-455.407333	-13.897291	-21.733000	43.528333	18.211667	-12.719617
6244_13_B5_4567__VRC-PG04	0.314	-498.763452	-487.838721	829.931421	-31.165721	15.833333	13.666667	-4.280477	23.666667	5.166667	12.000000	30.166667	19.666667	27.833333	109.764573	248.912753	23.184667	-116.125000	-184.457667	-594.997333	-16.968319	-24.853667	43.468333	17.853333	-10.608833
6405_V4_C34__VRC-PG04	2.33594	-1497.250930	-388.997369	1794.761733	-25.197264	12.333333	10.500000	-2.641729	16.833333	6.666667	6.333333	21.333333	18.500000	25.500000	92.630365	229.058749	20.878017	32.603333	-129.153667	-323.181667	-13.076307	-18.639667	44.526667	17.013333	-7.667188
6480_V4_C25__VRC-PG04	0.027	-315.183352	-466.404513	650.723599	-31.238002	15.000000	13.333333	-5.009867	18.166667	7.000000	10.833333	29.000000	19.000000	32.666667	112.991583	244.051760	26.955450	46.798333	-176.082500	-470.378667	-15.818509	-24.097500	43.805000	19.246667	-11.126427
6535_3__VRC-PG04	1.24571	-2218.329827	-379.753118	2459.374332	-26.590429	14.666667	13.166667	-1.908793	17.833333	4.000000	9.833333	20.666667	18.500000	25.666667	94.909689	229.805300	23.265967	74.328333	-144.278000	-373.525167	-12.349240	-20.030833	42.725000	19.788333	-7.842187
6644_V2_C33__VRC-PG04	0.70134	-1988.356476	-399.306565	2277.482140	-25.618988	11.666667	10.333333	-2.442144	16.333333	5.000000	5.833333	22.333333	16.666667	24.666667	94.322622	230.941145	10.911233	-141.955000	-157.845167	-466.007833	-13.564015	-19.351500	44.103333	18.551667	-11.675967
6785_V5_C14__VRC-PG04	0.31845	-1237.038230	-401.775743	1530.570287	-25.528784	13.666667	11.166667	-3.703334	19.000000	5.000000	6.500000	22.000000	17.833333	25.000000	93.269441	229.869108	10.412517	-162.383333	-167.942333	-480.927167	-13.988994	-19.363833	44.453333	18.295000	-12.683943
6811_V7_C18__VRC-PG04	0.06	-1238.415886	-392.280042	1499.289549	-25.530930	12.333333	10.833333	-2.652863	18.333333	3.833333	7.500000	23.000000	13.666667	27.333333	93.044831	225.727758	12.820883	-181.346667	-154.895833	-487.358833	-14.210447	-20.974667	45.023333	17.196667	-10.546262
6838_V1_C35__VRC-PG04	0.545	-1279.131284	-383.644778	1549.556240	-24.956220	12.833333	10.666667	-3.097575	18.500000	4.833333	5.833333	23.000000	14.833333	31.000000	92.999908	225.600555	21.074617	-61.145000	-151.530000	-412.881000	-12.902847	-20.635000	44.266667	20.873333	-8.203473
6952_V1_C20__VRC-PG04	0.017	329.353665	-405.252142	-7.911191	-26.947690	13.333333	11.166667	-2.184586	16.666667	5.500000	8.666667	22.333333	19.000000	20.833333	94.445496	233.321627	22.028550	-56.913333	-153.420833	-386.999500	-12.959903	-19.313833	42.230000	18.265000	-7.855145
703010054_2A2__VRC-PG04	0.12	-246.840210	-400.461950	529.241620	-25.491394	15.166667	12.166667	-3.025996	20.666667	3.166667	7.166667	19.333333	17.333333	26.333333	93.527382	230.158293	8.813317	-141.980000	-165.065667	-494.433667	-14.633461	-19.262000	43.988333	18.943333	-14.202683
703010200_1E5__VRC-PG04	0.522	-625.097615	-406.881481	928.120935	-26.225333	14.000000	11.833333	-2.957494	16.666667	4.333333	7.000000	27.166667	18.500000	24.000000	93.948433	228.857151	17.431100	-77.171667	-173.314000	-459.730667	-13.826883	-21.909833	43.600000	19.098333	-11.334163
704809221_1B3__VRC-PG04	0.18	-817.755850	-477.298935	1110.464427	-32.008378	17.000000	14.833333	-3.491643	19.166667	5.333333	12.000000	34.666667	19.333333	27.166667	107.821049	243.091245	25.331517	-107.140000	-208.322333	-554.466833	-17.297901	-26.568000	43.443333	18.803333	-10.142175
89_6__VRC-PG04	0.07049	444.171914	-408.125133	-130.837298	-27.480412	13.500000	11.000000	-2.450002	17.666667	4.333333	9.833333	24.833333	18.000000	27.166667	95.020067	232.086465	23.887133	-6.363333	-165.251667	-450.953833	-13.556134	-22.001500	44.460000	18.080000	-7.443395
928_28__VRC-PG04	2.93073	-921.760092	-395.267573	1205.344103	-27.248425	13.500000	10.833333	-1.723277	16.666667	3.833333	12.166667	25.833333	16.833333	24.166667	97.539580	237.719392	21.242033	-74.050000	-153.245000	-437.110167	-13.379489	-22.555500	42.926667	19.691667	-9.411392
92BR025_9__VRC-PG04	8.40826	-1536.376465	-393.488854	1791.701461	-25.666927	14.000000	11.666667	-2.639908	18.500000	3.500000	9.166667	20.666667	12.000000	33.500000	92.180314	229.415180	13.849233	-159.976667	-160.113667	-472.777667	-14.046628	-21.381000	44.595000	19.340000	-12.421422
92RW020_2__VRC-PG04	0.07879	-29.049551	-398.399286	348.947157	-25.848267	12.666667	10.333333	-2.625305	18.166667	3.833333	8.666667	25.333333	14.500000	23.333333	92.418293	228.936142	18.524767	-22.125000	-142.247667	-394.115167	-13.606858	-21.490833	43.315000	19.231667	-8.459188
92UG005__VRC-PG04	0.44	684.515662	-402.357674	-360.861179	-26.127978	11.833333	10.000000	-2.910212	20.333333	4.000000	7.833333	23.500000	16.833333	24.333333	97.108830	232.867083	17.603367	-75.391667	-156.613833	-427.217167	-12.663612	-20.850833	43.088333	17.991667	-8.446520
92UG031__VRC-PG04	4.463	348.349385	-411.165394	-42.674496	-27.400509	13.333333	12.000000	-3.812164	23.166667	4.000000	9.000000	24.833333	17.500000	27.333333	96.118271	233.652680	19.622083	-96.968333	-155.504167	-428.608667	-13.721159	-22.095167	43.823333	18.306667	-9.827577
92UG046__VRC-PG04	22.362	-147.538919	-417.428717	432.837705	-27.210336	14.000000	11.833333	-2.492640	16.000000	5.000000	8.666667	25.333333	16.833333	29.000000	98.834993	232.191410	19.170683	-65.590000	-172.594167	-463.681833	-14.098035	-22.041000	43.640000	19.710000	-10.418192
93IN905__VRC-PG04	0.332	-912.353096	-395.951990	1144.540736	-26.980685	14.333333	13.166667	-2.961426	18.000000	3.166667	9.666667	25.500000	15.833333	27.000000	97.714930	229.546092	16.375517	-55.618333	-164.940833	-468.283667	-14.954244	-22.694000	43.935000	18.805000	-9.936393
94UG114__VRC-PG04	0.461	-497.616553	-386.153633	746.448527	-26.402854	13.833333	12.000000	-1.367727	20.666667	3.666667	10.333333	23.166667	14.500000	25.500000	94.575515	228.217183	17.531483	-152.268333	-155.493333	-439.198500	-14.434347	-21.307667	43.730000	18.780000	-10.295450
96ZM651_02__VRC-PG04	3.16605	-1303.494570	-432.686099	1601.128273	-27.414950	12.666667	10.333333	-2.277573	19.000000	2.833333	9.666667	28.166667	14.666667	26.500000	101.307646	236.136502	15.726283	-116.556667	-190.126000	-539.114000	-15.364510	-24.007833	43.763333	18.495000	-12.532788
A03349M1_VRC4A__VRC-PG04	5.23643	153.478165	-381.544842	115.950390	-25.617586	13.500000	11.500000	-1.935013	20.666667	3.833333	7.000000	24.166667	15.166667	25.833333	97.054008	230.936471	20.240467	-86.835000	-159.200667	-429.332500	-13.571530	-21.140167	42.705000	20.105000	-8.716077
A07412M1_VRC12__VRC-PG04	0.124	-608.449257	-414.617309	923.338585	-26.425335	12.666667	10.833333	-3.093521	17.833333	4.500000	7.500000	26.833333	14.000000	28.333333	96.937388	234.397176	18.726200	-74.878333	-180.577333	-460.713667	-13.704598	-22.710667	42.968333	19.551667	-9.148803
AC10_29__VRC-PG04	17.9	128.935562	-415.582320	153.061567	-26.758242	13.833333	11.000000	-2.468323	18.666667	4.000000	10.666667	24.000000	15.833333	27.166667	92.961211	234.298664	17.376333	-95.095000	-162.676833	-461.397333	-14.024539	-21.787833	44.158333	19.386667	-13.038768
ADA__VRC-PG04	0.30093	-735.941448	-383.923461	997.172967	-26.160624	13.333333	12.333333	-2.368841	16.666667	4.166667	9.333333	26.000000	17.500000	25.000000	93.549463	232.971942	15.433233	-71.575000	-152.119500	-421.113833	-13.718891	-22.048500	43.865000	19.021667	-8.325910
APV_13__VRC-PG04	1.227	-164.752602	-404.702715	437.924380	-28.028974	13.500000	11.833333	-3.132401	19.333333	4.500000	9.500000	26.500000	18.000000	24.833333	96.704364	232.613885	16.284917	-81.148333	-158.441000	-444.210167	-14.168416	-22.187333	43.445000	19.268333	-10.355883
APV_17__VRC-PG04	0.309	-836.454146	-456.749836	1121.074994	-29.449304	17.333333	14.833333	-2.621094	19.000000	6.500000	9.000000	36.000000	19.833333	25.333333	106.691887	238.535015	19.478133	-105.876667	-183.201333	-480.135167	-16.760543	-25.565500	44.285000	19.228333	-9.900915
APV_6__VRC-PG04	24.187	-1454.764628	-411.129431	1688.930851	-26.823069	17.333333	13.500000	-3.478134	20.333333	3.833333	9.000000	27.500000	16.500000	22.666667	93.627004	232.127109	19.743617	-48.121667	-150.649833	-409.877333	-13.950339	-22.550833	42.958333	18.643333	-13.326600
BAL_26__VRC-PG04	0.26554	-1373.338649	-396.217128	1641.999752	-27.479856	13.000000	11.166667	-2.404455	18.000000	4.166667	11.666667	24.000000	13.000000	28.333333	98.837947	232.047523	21.050850	8.935000	-138.102833	-408.354667	-13.767855	-22.098833	44.045000	19.878333	-9.430602
BB201_B42__VRC-PG04	0.10807	300.623015	-405.152871	23.544710	-26.350368	11.500000	9.500000	-2.432678	15.833333	4.500000	9.500000	24.833333	20.166667	22.666667	93.601482	232.295795	20.015283	-64.825000	-152.952833	-406.361333	-13.118020	-21.148500	42.013333	20.115000	-9.841082
BB539_2B13__VRC-PG04	1.95422	-2666.954207	-410.414656	2926.279781	-26.789724	14.500000	12.000000	-2.930806	17.666667	4.333333	11.833333	22.833333	17.666667	27.833333	97.149137	237.197675	21.784583	-32.310000	-175.901667	-448.551667	-13.500261	-21.692167	43.415000	18.871667	-8.430778
BF591__VRC-PG04	0.27	-1500.912769	-390.652851	1764.393659	-24.746705	11.500000	9.500000	-2.562495	19.000000	3.500000	6.833333	21.000000	11.333333	29.500000	91.089295	224.770800	14.098833	-144.735000	-169.130500	-486.283000	-14.112216	-20.210667	44.420000	20.151667	-12.060860
BF703__VRC-PG04	0.58	-1960.061012	-416.684992	2242.373712	-26.229755	12.666667	9.500000	-2.266947	21.500000	3.833333	7.500000	23.500000	14.500000	31.833333	96.780490	230.551237	16.026333	-94.885000	-173.620833	-448.148667	-14.060826	-22.205333	42.063333	20.453333	-11.047202
BG1168_1__VRC-PG04	0.84372	-703.236379	-400.185347	977.495553	-26.025359	14.000000	12.166667	-2.472967	16.500000	5.333333	7.166667	25.666667	20.166667	23.666667	93.084263	231.618603	15.501283	-91.490000	-151.595667	-423.674167	-14.208055	-21.212500	42.060000	18.215000	-10.873247
BG505_W6M_A5_T332N__VRC-PG04	0.0672	399.542851	-396.260266	-111.517687	-27.067930	14.666667	12.166667	-2.448425	19.333333	4.000000	10.500000	25.166667	15.833333	22.833333	96.889825	232.669877	16.664500	-105.761667	-166.856500	-441.486167	-13.255010	-21.514833	43.753333	19.230000	-9.260750
BG505_W6M_C2__VRC-PG04	0.04528	144.895506	-410.747510	145.443871	-26.041115	13.500000	12.000000	-2.794927	19.000000	4.166667	9.666667	28.000000	14.833333	24.000000	97.186687	232.731098	19.967467	-109.731667	-181.798500	-458.240000	-13.263508	-22.802000	44.110000	18.811667	-11.020158
BG505_W6M_C2_T332N__VRC-PG04	0.066	-22.759124	-408.362821	323.415926	-27.350352	13.000000	10.833333	-2.387807	19.166667	5.666667	11.166667	27.500000	16.000000	21.833333	96.658408	232.260414	20.129467	-109.840000	-181.054167	-454.206833	-13.522869	-21.897000	43.535000	19.161667	-8.734867
BI369_9A__VRC-PG04	0.02712	-428.654534	-399.918054	697.717251	-26.683867	13.000000	11.000000	-1.779572	19.000000	4.000000	10.833333	23.166667	17.333333	22.166667	98.064502	237.451782	13.763867	-136.325000	-176.819333	-485.359333	-13.742602	-20.854000	42.006667	19.303333	-10.175130
BJOX009000_02_4__VRC-PG04	0.592	-1162.461108	-383.635449	1445.827583	-25.084685	13.000000	11.833333	-2.093572	15.333333	6.333333	5.333333	22.666667	18.000000	27.833333	94.247128	228.872975	17.300850	-79.296667	-140.625167	-355.392000	-12.734606	-19.604167	44.100000	17.941667	-7.614413
BJOX010000_06_2__VRC-PG04	2.239	-236.241252	-387.162502	558.777125	-24.740250	11.166667	9.833333	-2.902649	16.500000	5.333333	4.500000	21.166667	19.000000	26.666667	93.002494	229.145631	16.194500	-61.441667	-138.865333	-353.578167	-13.426620	-18.989500	43.238333	18.638333	-6.858473
BJOX015000_11_5__VRC-PG04	0.251	-947.277757	-432.334451	1267.553395	-27.781176	13.500000	10.666667	-3.143392	18.333333	5.666667	7.166667	28.000000	18.166667	27.833333	98.206328	229.985133	18.335450	-124.223333	-166.464833	-440.374167	-14.537470	-22.684833	43.875000	17.856667	-11.326025
BR07__VRC-PG04	1.23825	-1055.443599	-413.871186	1350.373292	-27.632537	13.333333	11.333333	-2.246409	18.666667	5.333333	9.666667	25.333333	16.666667	27.833333	95.267957	232.823988	21.613017	-45.438333	-155.065500	-433.088500	-13.826427	-22.060500	43.333333	18.723333	-8.739813
BS208_B1__VRC-PG04	0.03361	-1796.785780	-403.302641	2044.997213	-27.257186	13.666667	11.000000	-1.931112	22.500000	3.000000	10.333333	22.000000	13.166667	26.166667	91.839847	228.331327	13.276933	-217.220000	-192.397667	-548.435833	-14.636608	-21.178333	43.198333	19.461667	-10.079360
BX08_16__VRC-PG04	0.39465	-1206.055793	-397.075442	1463.945030	-26.281717	13.500000	11.833333	-2.205566	17.166667	4.833333	9.500000	24.833333	16.833333	28.000000	93.721290	229.446683	21.874933	-17.468333	-160.115000	-434.788667	-14.245432	-21.933333	44.200000	18.261667	-9.399390
C1080_C3__VRC-PG04	1.9718	-127.828064	-391.988721	435.505508	-25.635445	13.166667	11.000000	-3.389379	18.333333	4.166667	5.500000	23.333333	18.166667	28.166667	95.225694	230.080628	18.837500	-67.286667	-131.067167	-368.577333	-13.531607	-20.887500	43.066667	19.090000	-8.835285
C2101_C1__VRC-PG04	0.07244	54.853411	-409.511382	250.201906	-25.938150	13.500000	11.166667	-2.882212	18.000000	5.000000	4.000000	29.166667	18.666667	24.333333	97.924815	229.390830	16.542850	-67.606667	-148.460833	-384.062333	-13.097700	-22.076500	44.511667	17.706667	-10.575650
C4118_9__VRC-PG04	0.05698	-970.183501	-406.303216	1259.668300	-26.812117	13.833333	11.500000	-2.765442	17.500000	4.666667	5.333333	28.500000	16.833333	24.833333	98.914879	231.474726	16.750933	-73.795000	-147.352167	-403.693000	-13.324408	-22.260167	43.840000	18.591667	-10.300152
CAAN5342__VRC-PG04	1.65127	-2971.947376	-383.096286	3200.536694	-26.331181	15.000000	12.500000	-2.852285	17.666667	3.500000	9.666667	23.666667	17.000000	30.000000	92.470885	230.547597	20.366850	10.183333	-153.097167	-432.827667	-14.061215	-22.370167	44.171667	18.215000	-8.702757
CAP244_D3__VRC-PG04	0.37421	-278.166457	-395.722614	548.854945	-25.732492	12.833333	11.333333	-3.485057	20.833333	3.000000	11.333333	22.666667	17.833333	27.166667	92.753900	231.056059	18.877017	-37.905000	-131.778450	-392.265167	-13.483385	-22.011667	43.528333	17.988333	-10.385377
CAP45_G3__VRC-PG04	2.5597	-304.293498	-430.992319	627.810077	-29.461910	11.666667	11.333333	-2.566910	20.166667	4.000000	7.666667	25.500000	17.333333	30.000000	101.258899	231.670948	15.265300	-161.670000	-184.281500	-528.291000	-15.105518	-22.456833	43.995000	19.683333	-11.343690
CAP88_6M_C10__VRC-PG04	2.36	-683.036064	-434.640601	997.592892	-28.662162	13.833333	11.500000	-2.781367	18.666667	5.666667	7.500000	25.500000	18.000000	28.833333	97.221995	230.285085	20.623817	37.511667	-173.294833	-433.406000	-14.322682	-21.532833	44.106667	19.580000	-11.704440
CE1176_A3__VRC-PG04	1.52	-898.149368	-396.223772	1167.855932	-26.563653	13.833333	11.000000	-2.416128	18.500000	4.500000	10.166667	24.333333	15.666667	24.166667	93.378777	229.637169	16.242517	-116.641667	-162.730000	-461.470500	-14.322969	-21.226167	44.675000	17.400000	-10.311108
CE2010_F5__VRC-PG04	0.21	-1161.978114	-411.482476	1441.721024	-26.912381	14.000000	12.500000	-3.332845	21.000000	3.333333	10.333333	24.833333	15.500000	28.000000	96.727328	236.932581	19.411517	-123.906667	-173.256000	-489.878167	-14.955822	-22.608667	43.305000	19.975000	-11.290268
CE2060_G9__VRC-PG04	0.312	-1582.414140	-405.711872	1852.482873	-26.925256	13.833333	12.333333	-2.906591	17.333333	4.166667	10.000000	25.166667	16.166667	29.500000	96.414699	232.644812	23.104483	-81.140000	-160.462000	-452.582667	-14.225248	-22.638000	43.471667	19.986667	-9.195252
CH038_12__VRC-PG04	0.18365	-1797.873668	-411.170856	2122.194562	-26.653647	12.333333	10.166667	-2.857910	20.000000	4.166667	7.000000	22.166667	18.500000	32.166667	93.418780	230.061009	23.469383	-20.256667	-157.570333	-417.949167	-13.586979	-21.152667	44.165000	19.708333	-8.556968
CH070_1__VRC-PG04	0.17773	-174.839901	-425.682088	490.526608	-27.635287	13.833333	11.666667	-2.344376	18.000000	4.500000	9.666667	25.666667	16.666667	33.333333	94.997594	233.443034	18.009750	-135.195000	-162.979667	-466.953167	-15.593249	-23.547167	43.381667	19.318333	-12.609050
CH117_4__VRC-PG04	0.04579	-1392.763079	-393.830000	1654.681522	-26.677803	13.500000	11.333333	-2.403346	18.333333	3.000000	9.333333	21.333333	16.500000	29.166667	95.218169	235.542326	19.077367	-10.540000	-167.623500	-450.285667	-14.493642	-21.290500	43.730000	18.720000	-13.227943
CH181_12__VRC-PG04	0.19925	-549.471729	-416.244649	859.069116	-26.089993	12.166667	9.833333	-3.323613	18.166667	3.500000	9.000000	23.833333	15.833333	26.833333	93.350753	235.308225	15.485783	-155.371667	-170.981500	-513.144833	-14.710464	-21.835167	43.221667	18.416667	-10.755687
CNE10__VRC-PG04	0.5181	-1286.686035	-398.486667	1508.632294	-27.431733	16.333333	14.166667	-4.867243	17.166667	4.166667	10.166667	32.666667	20.000000	22.333333	98.425814	230.517053	17.495833	-136.576667	-156.233833	-446.097500	-15.021312	-25.051500	43.931667	16.355000	-9.127210
CNE12__VRC-PG04	0.26129	-1765.328490	-395.288444	2019.809695	-27.744152	15.833333	12.833333	-2.340266	19.000000	4.166667	9.666667	24.833333	18.833333	25.666667	96.014174	228.037620	21.635817	-83.346667	-181.883500	-480.668667	-14.664018	-22.065000	42.195000	18.758333	-10.364403
CNE15__VRC-PG04	0.07869	-2341.947183	-415.169028	2587.207702	-27.922019	14.166667	11.666667	-1.965286	19.166667	3.166667	10.833333	23.500000	16.000000	29.000000	94.411810	231.496894	18.387783	-26.873333	-171.333000	-505.527667	-15.050379	-22.171833	44.171667	20.193333	-12.267148
CNE17__VRC-PG04	0.353	-2454.947249	-402.000931	2699.595918	-27.345113	15.333333	12.500000	-3.095001	17.500000	3.500000	9.833333	24.666667	21.333333	29.666667	96.036554	236.107542	22.878417	-47.416667	-169.018333	-469.620000	-14.820072	-22.880000	44.011667	17.765000	-9.184530
CNE19__VRC-PG04	0.028	-542.001474	-388.325027	793.332146	-26.088987	13.333333	11.500000	-2.424296	18.833333	2.833333	9.333333	22.833333	13.166667	27.166667	93.082978	227.571655	17.459033	-36.333333	-168.184333	-485.022833	-14.763203	-21.439000	44.161667	19.558333	-11.967718
CNE21__VRC-PG04	0.203	-903.257434	-424.761634	1220.881326	-27.635714	13.000000	10.500000	-3.124385	21.500000	3.333333	9.333333	23.500000	18.333333	27.333333	94.346715	232.983261	13.142617	-222.863333	-181.025667	-555.687833	-15.726341	-21.930167	42.585000	19.145000	-12.779960
CNE30__VRC-PG04	0.85375	-1495.697545	-410.930819	1772.532638	-27.320747	13.666667	11.666667	-2.271637	18.833333	4.000000	8.500000	29.666667	17.166667	24.833333	93.048179	237.859820	21.920800	-112.323333	-165.228667	-448.342500	-14.348172	-23.859000	42.780000	18.505000	-9.767565
CNE31__VRC-PG04	1.0344	-508.926513	-402.147400	813.230763	-26.937482	12.833333	10.833333	-2.065226	20.000000	3.166667	12.666667	20.000000	16.000000	30.666667	96.726985	235.441099	17.784783	-76.836667	-181.822333	-520.469167	-14.314422	-21.502667	43.690000	19.125000	-11.070208
CNE4__VRC-PG04	0.51125	165.151271	-414.157380	100.005175	-28.099878	16.000000	14.000000	-2.594757	19.000000	4.833333	11.333333	30.333333	20.333333	24.666667	101.197152	235.789149	18.590533	-163.850000	-177.131667	-498.363333	-15.273917	-24.273167	43.981667	17.351667	-11.507150
CNE40__VRC-PG04	0.36287	-1195.045629	-383.081843	1437.967923	-26.442645	13.833333	10.333333	-2.329676	18.000000	3.166667	10.166667	23.000000	14.833333	26.500000	93.251391	231.296345	20.090367	27.571667	-159.322500	-417.633333	-14.442624	-21.676833	43.795000	18.110000	-8.407238
